planarity,pi_extent,fluoro_sub,frac_csp3,mw,arom_rings,initial_bandgap,proton_fluence_log,electron_fluence_log,proton_energy_mev,electron_energy_mev,total_dose_krad_log,mission_years,delta_bandgap_ev,post_irrad_bandgap,efficiency_retention
0.21934563492692294,55.9872258910568,0.8353266897939735,0.5195805074919813,1106.2721862783617,4.397613820183708,2.6302689068814282,14.594716241828431,15.950044645906782,21.357764398311826,6.364644406107876,2.7928974651903657,6.590734603386546,0.10762214121832185,2.7378910480997503,0.7836029175365932
0.4130117368786672,33.26071783594598,0.11397925150512689,0.24967919018787577,1215.195145723941,3.7798304748575466,1.6807957410340444,14.91675141877813,15.974417656177128,129.58611425797645,0.34767282048500014,1.8503183960449165,18.130790409604067,0.1559303958090733,1.8367261368431178,0.8077266294337476
0.9766354781603012,62.50749729703944,0.9369814082100094,0.0337917403917082,574.9945262876895,10.56733743197873,2.0138964281194847,14.907549265027047,15.956329439455605,11.260376799496761,4.114860240547025,2.562113234665937,10.53126015366543,0.04435688750012729,2.058253315619612,0.9294346446807996
0.08889902164812924,45.41180375434125,0.10126948960980187,0.013274375892040348,402.52949635065556,1.6283339279341753,3.7333554092888503,14.74235564948308,15.875851695477289,195.6293125032924,8.59566055408068,2.0202149770930142,16.61980315171636,0.13909851646085644,3.872453925749707,0.8013138376625233
0.47928985968018156,43.441702196261765,0.025699420755282976,0.6277876127617932,862.3154998822426,13.273668417648903,4.898098939033824,14.424071260870187,14.919084799216476,1.5587884341556473,3.4044053557346006,2.5553568996776743,27.030113659603057,0.12126375884229973,5.019362697876124,0.7691456910651988
0.9875504942376699,39.40529244919313,0.1613033855256889,0.17349962698067262,1432.2726544935222,12.370017067589112,1.5330277760951587,13.710782230550013,15.524172328253881,91.27873421944196,6.8062263348026475,2.2537716102092404,0.8453136030535611,0.0635033105200213,1.59653108661518,0.8461031670026095
0.19814108901891814,46.26435880673557,0.5949802420172872,0.11524827063230775,818.7635139429993,10.679626266519545,1.0536006815048238,14.892380511967852,15.119460968134991,3.4695680335199253,8.79888639612176,2.8155535120792305,10.220322202790435,0.12176639102339101,1.1753670725282148,0.8018492794634879
0.9117151818452747,78.96274325143074,0.47086040754296477,0.23174033395175161,522.3625828734223,4.877938166372627,4.571171606033278,14.705289113612857,15.904184979411056,31.067312373231296,1.46506725345824,2.3408200388321316,29.511578911581207,0.09851674535768296,4.6696883513909615,0.860556854975022
0.5582501148658583,58.524364148876735,0.16322791470671494,0.7111516666673503,1011.2921191303321,13.991551778312143,2.6341768323386585,14.797164531618852,15.770910580550208,10.300088019027633,8.078511456634137,2.7285278866945317,2.9870100454178887,0.10618740491995518,2.7403642372586137,0.7247427492668183
0.7832294684757611,55.59269553208278,0.8295891293214664,0.5407622797712799,1284.7724784029356,10.645837096426044,1.1354886565750817,14.862493879699736,15.89011669357069,96.25522339174508,8.212446335279267,2.2585861079441796,3.5233548803432266,0.08232164555814657,1.2178103021332283,0.868054988899798
0.30247658961954926,62.13171712950722,0.5043714282456874,0.517292868257034,210.29017569520042,6.446112982520378,4.2754770429936855,14.908378699781283,15.704884733483333,114.2381976729446,5.679820827670278,2.708645295120971,10.483265878184396,0.12588193866742867,4.401358981661114,0.7746851712043347
0.39730099348623427,61.262389015933415,0.19725412039603196,0.7508923361606362,1302.9026399192485,9.727641679852539,2.2624946757847493,13.098435319305564,15.763114694476961,187.0389874021382,9.491946564200564,2.6648614934528156,12.01197763955469,0.128979923564534,2.391474599349283,0.7581657238004205
0.2959673146904229,21.790956805636082,0.06947146892100475,0.7260640613889295,417.9751596826169,8.512068195621215,4.605734200769381,14.363796346556914,15.016358460741268,129.1755619455309,2.0384812108097163,2.280775794661717,24.311219492977962,0.13810357157451955,4.7438377723439,0.721017512113806
